UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2021,42,4193750,2103818,2089932,1599661,1538491,278681,306415,28956,26780,146897,165056,6377,5937,43246,47253,1636944,1579134,294302,324799,44786,43823,164056,183582,11247,10922,1658058,1673764,1205270,1173587,258454,284334,14938,14743,142658,160833,4508,4376,32230,35891,1232782,1204230,269262,297418,25450,26538,157166,176549,8365,8377,445760,416168,394391,364904,20227,22081,14018,12037,4239,4223,1869,1561,11016,11362,404162,374904,25040,27381,19336,17285,6890,7033,2882,2545
R,7,2021,43,4099002,2054668,2044334,1570244,1512081,267548,294685,28021,26553,141395,160024,6119,5609,41341,45382,1605733,1550919,282245,312168,43366,43298,157968,177864,10548,10327,1613479,1631210,1178788,1148785,248104,273516,14336,14608,137247,155729,4387,4163,30617,34409,1204764,1177968,258199,285919,24527,26220,151145,170887,7881,7962,441189,413124,391456,363296,19444,21169,13685,11945,4148,4295,1732,1446,10724,10973,400969,372951,24046,26249,18839,17078,6823,6977,2667,2365
R,7,2021,44,4047128,2023152,2023976,1547358,1497184,262086,291250,27955,26175,140162,159870,5977,5625,39614,43872,1581492,1534623,276047,307947,42952,42605,155821,177138,10333,10328,1590492,1612754,1163112,1134553,243442,270404,14510,14749,135893,155690,4227,4119,29308,33239,1188063,1162663,252871,282217,24610,26226,149014,170244,7645,7863,432660,411222,384246,362631,18644,20846,13445,11426,4269,4180,1750,1506,10306,10633,393429,371960,23176,25730,18342,16379,6807,6894,2688,2465
R,7,2021,45,3908305,1953729,1954576,1492027,1446768,250976,278458,26873,25145,140431,157959,5546,5296,37876,40950,1524648,1481633,263910,293840,41347,40739,155615,174154,9768,9626,1532471,1552038,1117205,1091049,233077,258322,13776,13845,136405,153832,4003,3880,28005,31110,1141043,1117283,241715,269203,23501,24808,149210,167549,7342,7362,421258,402538,374822,355719,17899,20136,13097,11300,4026,4127,1543,1416,9871,9840,383605,364350,22195,24637,17846,15931,6405,6605,2426,2264
R,7,2021,46,3951786,1973854,1977932,1511856,1468502,252117,280935,26451,25252,142192,158734,5698,5090,35540,39419,1542111,1501985,264213,295442,40375,40395,156385,174433,9699,9193,1558036,1579744,1140197,1115063,235138,261975,13598,14060,138230,154771,4148,3774,26725,30101,1162676,1140346,243494,272194,23113,24723,150349,168242,7370,7077,415818,398188,371659,353439,16979,18960,12853,11192,3962,3963,1550,1316,8815,9318,379435,361639,20719,23248,17262,15672,6036,6191,2329,2116
R,7,2021,47,3875209,1933736,1941473,1482183,1442422,245389,274937,26055,24510,140813,156780,5232,5024,34064,37800,1511192,1474353,256819,288780,39518,39256,154464,171787,9088,9052,1532996,1553863,1123059,1097328,229468,256756,13451,13827,137243,153042,3861,3726,25914,29184,1144895,1121697,237389,266708,22843,24426,148983,165962,6999,6985,400740,387610,359124,345094,15921,18181,12604,10683,3570,3738,1371,1298,8150,8616,366297,352656,19430,22072,16675,14830,5481,5825,2089,2067
R,7,2021,48,3927492,1957672,1969820,1500351,1463827,252049,282152,25676,24819,140584,156909,5206,4926,33806,37187,1529046,1495188,263041,295624,39232,39612,154238,171699,8989,8824,1564527,1587130,1147732,1122951,236505,264360,13547,14111,137028,153135,3875,3697,25840,28876,1169425,1147020,244125,274105,23079,24911,148864,165891,6945,6868,393145,382690,352619,340876,15544,17792,12129,10708,3556,3774,1331,1229,7966,8311,359621,348168,18916,21519,16153,14701,5374,5808,2044,1956
R,7,2021,49,4118718,2056766,2061952,1589785,1546340,261859,291990,26262,24922,139964,156480,5154,4904,33742,37316,1618313,1577788,272647,305149,40262,40279,153345,171067,8953,8886,1665852,1682350,1238821,1207741,246569,274537,14169,14435,136345,152871,3835,3657,26113,29109,1260625,1231992,254217,284036,24290,25746,147943,165560,6931,6920,390914,379602,350964,338599,15290,17453,12093,10487,3619,3609,1319,1247,7629,8207,357688,345796,18430,21113,15972,14533,5402,5507,2022,1966
R,7,2021,50,4366085,2185720,2180365,1708496,1653872,273001,304799,26780,25807,137425,152619,5203,5005,34815,38263,1738039,1686121,284008,318150,41569,41879,150991,167254,9215,9256,1795573,1802908,1358190,1317600,257725,287311,14893,15061,133760,149012,3861,3768,27144,30156,1380988,1342758,265506,297065,25763,27180,145543,161674,7142,7283,390147,377457,350306,336272,15276,17488,11887,10746,3665,3607,1342,1237,7671,8107,357051,343363,18502,21085,15806,14699,5448,5580,2073,1973
R,7,2021,51,4297812,2150184,2147628,1684920,1636535,266724,294796,26148,25077,133601,149665,5236,5057,33555,36498,1713273,1667053,277327,307409,40600,40821,146408,163614,9252,9225,1770291,1784865,1344287,1312994,251669,278263,14307,14983,130076,146049,3937,3861,26015,28715,1366003,1336769,259151,287514,24903,26823,141116,158018,7257,7301,379893,362763,340633,323541,15055,16533,11841,10094,3525,3616,1299,1196,7540,7783,347270,330284,18176,19895,15697,13998,5292,5596,1995,1924
R,7,2021,52,4136193,2065837,2070356,1626685,1586782,250448,278176,25135,23968,127510,142867,4807,4802,31252,33761,1653195,1615092,259882,289462,39069,39052,139384,155513,8390,8559,1707487,1726595,1304778,1280084,236384,262429,14201,14366,124295,139508,3634,3641,24195,26567,1325098,1302148,242884,270541,24470,25803,134582,150472,6582,6744,358350,343761,321907,306698,14064,15747,10934,9602,3215,3359,1173,1161,7057,7194,328097,312944,16998,18921,14599,13249,4802,5041,1808,1815
R,7,2021,53,4046823,2017818,2029005,1588067,1552898,250573,279147,24361,23380,120944,136794,4664,4670,29209,32116,1612615,1579585,259330,289827,37676,37941,132012,148720,8056,8519,1669042,1693944,1274839,1253365,236559,263797,13657,14310,117883,133677,3491,3549,22613,25246,1293573,1274085,242580,271459,23590,25442,127448,143969,6318,6760,348776,335061,313228,299533,14014,15350,10704,9070,3061,3117,1173,1121,6596,6870,319042,305500,16750,18368,14086,12499,4564,4751,1738,1759
R,7,2021,54,4060013,2016643,2043370,1599064,1577618,248377,279604,23761,23437,112459,126894,4683,4621,28299,31196,1622872,1603565,256741,290202,36995,37908,122901,137967,8070,8262,1682329,1718925,1298300,1287674,235181,264639,13766,14635,109466,123917,3546,3524,22070,24536,1316637,1307824,240945,272275,23718,25712,118507,133476,6408,6583,334314,324445,300764,289944,13196,14965,9995,8802,2993,2977,1137,1097,6229,6660,306235,295741,15796,17927,13277,12196,4394,4491,1662,1679
R,7,2021,55,4119517,2043325,2076192,1616962,1601145,256230,288184,24115,23717,113520,127693,4569,4551,27929,30902,1640168,1626783,264526,298331,37505,38498,123606,138660,7976,8201,1713573,1756595,1320665,1315587,242776,273464,14134,15010,110671,124654,3507,3556,21820,24324,1338527,1335525,248467,280722,24400,26458,119363,134061,6372,6595,329752,319597,296297,285558,13454,14720,9981,8707,2849,3039,1062,995,6109,6578,301641,291258,16059,17609,13105,12040,4243,4599,1604,1606
R,7,2021,56,4280217,2112327,2167890,1679600,1682805,262279,296560,24525,24605,112826,127556,4728,4749,28369,31615,1703287,1708940,270430,306878,38360,40022,123045,138494,8207,8505,1788216,1850137,1388300,1398728,249210,281929,14799,16056,109973,124592,3685,3735,22249,25097,1406625,1419223,254841,289395,25348,28175,118859,134008,6593,6886,324111,317753,291300,284077,13069,14631,9726,8549,2853,2964,1043,1014,6120,6518,296662,289717,15589,17483,13012,11847,4186,4486,1614,1619
R,7,2021,57,4383354,2160708,2222646,1728841,1735834,260887,295684,24447,24679,113682,130256,4449,4608,28402,31585,1752504,1761934,268889,305461,38724,40526,123739,141238,7943,8385,1850133,1913764,1449909,1459867,248104,281330,15127,16134,110988,127496,3480,3625,22525,25312,1468451,1480488,253693,288416,26272,28813,119723,137019,6411,6806,310575,308882,278932,275967,12783,14354,9320,8545,2694,2760,969,983,5877,6273,284053,281446,15196,17045,12452,11713,4016,4219,1532,1579
R,7,2021,58,4384908,2155074,2229834,1728888,1748407,255978,291692,24012,24278,114007,129700,4268,4484,27921,31273,1752181,1774115,263574,301485,38088,40182,123951,140312,7613,8177,1860049,1933265,1463602,1483454,244043,278223,15123,16072,111387,126891,3359,3565,22535,25060,1482215,1503801,249409,285305,26329,28798,120121,136066,6236,6679,295025,296569,265286,264953,11935,13469,8889,8206,2620,2809,909,919,5386,6213,269966,270314,14165,16180,11759,11384,3830,4246,1377,1498
R,7,2021,59,4399318,2158625,2240693,1745558,1771303,252618,289977,23512,24237,104993,119874,4382,4464,27562,30838,1768649,1796624,259926,299604,37549,40209,114771,130234,7767,8135,1873739,1954327,1489224,1515096,241141,277309,15023,16247,102547,117212,3526,3557,22278,24906,1507716,1535325,246294,284313,26274,29193,111104,126199,6399,6642,284886,286366,256334,256207,11477,12668,8489,7990,2446,2662,856,907,5284,5932,260933,261299,13632,15291,11275,11016,3667,4035,1368,1493
R,7,2021,60,4391144,2149550,2241594,1746739,1779415,248179,286888,22710,23844,100598,117333,4167,4212,27157,29902,1769401,1803954,255316,295923,36818,39703,110167,127306,7428,7760,1881444,1968931,1505740,1535428,237436,274598,14671,16446,98196,114764,3340,3406,22061,24289,1523939,1555124,242515,281255,26033,29373,106598,123413,6100,6389,268106,272663,240999,243987,10743,12290,8039,7398,2402,2569,827,806,5096,5613,245462,248830,12801,14668,10785,10330,3569,3893,1328,1371
R,7,2021,61,4312796,2107829,2204967,1705073,1742260,246882,285192,22527,23474,102629,120385,4133,4151,26585,29505,1727351,1766343,253812,294368,36335,39090,112001,130131,7328,7639,1845905,1939129,1469776,1504553,236216,273209,14616,16227,100314,117869,3326,3355,21657,23916,1487747,1523813,241154,279980,25776,28954,108589,126281,6033,6296,261924,265838,235297,237707,10666,11983,7911,7247,2315,2516,807,796,4928,5589,239604,242530,12658,14388,10559,10136,3412,3850,1295,1343
R,7,2021,62,4228770,2057162,2171608,1674464,1726814,236094,276338,20876,22292,96748,114557,3857,3845,25123,27762,1695426,1749689,242557,284613,34231,37410,105510,123547,6732,6995,1817383,1923441,1458890,1504629,226332,265131,13800,15503,94610,112238,3134,3153,20617,22787,1475973,1523224,230975,271246,24713,28019,102320,120099,5577,5854,239779,248167,215574,222185,9762,11207,7076,6789,2138,2319,723,692,4506,4975,219453,226465,11582,13367,9518,9391,3190,3448,1155,1141
R,7,2021,63,4190193,2032381,2157812,1661050,1724989,226631,266172,19971,21603,96771,114415,3631,3764,24327,26869,1681335,1746982,232873,274250,33005,36376,105177,123068,6441,6765,1808545,1921725,1459899,1513486,217318,255469,13479,15302,94797,112328,2967,3063,20085,22077,1476501,1531379,221818,261480,24248,27511,102279,119869,5352,5628,223836,236087,201151,211503,9313,10703,6492,6301,1974,2087,664,701,4242,4792,204834,215603,11055,12770,8757,8865,2898,3199,1089,1137
R,7,2021,64,4112847,1986337,2126510,1628661,1702446,218802,263046,19589,20871,92471,110604,3537,3555,23277,25988,1648001,1723800,224865,270777,32320,35624,100312,118517,6188,6529,1773054,1898728,1437125,1498322,209999,252717,13105,14775,90597,108601,2923,2906,19305,21407,1453016,1515700,214417,258463,23664,27108,97603,115478,5214,5438,213283,227782,191536,204124,8803,10329,6484,6096,1874,2003,614,649,3972,4581,194985,208100,10448,12314,8656,8516,2709,3039,974,1091
R,7,2021,65,3928157,1885037,2043120,1546516,1635183,204922,250274,18164,20009,90326,109364,3173,3420,21936,24870,1564839,1655545,210529,257675,30111,34106,97638,117067,5730,6181,1685091,1826088,1367030,1440661,196662,240473,12134,14381,88542,107309,2608,2855,18115,20409,1382021,1457190,200670,245909,22003,26158,95038,113990,4810,5188,199946,217032,179486,194522,8260,9801,6030,5628,1784,2055,565,565,3821,4461,182818,198355,9859,11766,8108,7948,2600,3077,920,993
R,7,2021,66,3834444,1831984,2002460,1508635,1608609,194604,239839,17281,18878,87504,108243,3023,3327,20937,23564,1525956,1627841,199974,246840,28913,32108,94445,115615,5487,6027,1642523,1794205,1337943,1421149,186801,230851,11866,13635,85866,106381,2511,2748,17536,19441,1352324,1436783,190748,236052,21664,24705,92067,112847,4644,5073,189461,208255,170692,187460,7803,8988,5415,5243,1638,1862,512,579,3401,4123,173632,191058,9226,10788,7249,7403,2378,2768,843,954
R,7,2021,67,3695234,1755898,1939336,1456009,1567201,179527,227225,15849,17683,82522,102207,2765,3101,19226,21919,1472102,1585049,184352,233711,26815,30370,88697,108746,4867,5641,1583738,1746230,1300688,1393054,172307,218991,11079,12938,81137,100490,2323,2557,16204,18200,1314146,1407685,175832,223824,20424,23649,86654,106247,4173,4768,172160,193106,155321,174147,7220,8234,4770,4745,1385,1717,442,544,3022,3719,157956,177364,8520,9887,6391,6721,2043,2499,694,873
R,7,2021,68,3537207,1672912,1864295,1394552,1514782,164320,211739,14709,16435,78810,97761,2657,2888,17864,20690,1409438,1531730,168677,217709,24851,28460,84616,104021,4683,5248,1514308,1683774,1251399,1351715,157823,203979,10345,12114,77429,96219,2248,2414,15064,17333,1263852,1365733,160999,208508,18994,22348,82621,101718,4014,4470,158604,180521,143153,163067,6497,7760,4364,4321,1381,1542,409,474,2800,3357,145586,165997,7678,9201,5857,6112,1995,2303,669,778
R,7,2021,69,3399278,1602382,1796896,1343157,1465234,152715,201139,13403,15354,74164,93582,2495,2745,16448,18842,1356823,1480691,156774,206496,22917,26536,79379,99090,4445,4913,1455896,1628809,1210534,1313318,146808,193865,9563,11364,72914,92122,2128,2320,13949,15820,1222032,1326133,149825,197917,17693,20952,77600,96975,3825,4192,146486,168087,132623,151916,5907,7274,3840,3990,1250,1460,367,425,2499,3022,134791,154558,6949,8579,5224,5584,1779,2115,620,721
R,7,2021,70,3229649,1511446,1718203,1266045,1398289,146110,195601,12765,14586,68851,89333,2254,2487,15421,17907,1278879,1412904,149913,200879,21872,25290,73575,94441,4042,4537,1373172,1558348,1140747,1253906,140514,188742,9198,10703,67699,87872,1941,2107,13073,15018,1151532,1265996,143337,192767,17016,19878,71926,92328,3525,3877,138274,159855,125298,144383,5596,6859,3567,3883,1152,1461,313,380,2348,2889,127347,146908,6576,8112,4856,5412,1649,2113,517,660
R,7,2021,71,3076389,1434955,1641434,1197162,1331994,137871,185267,12206,13766,70621,90843,2280,2445,14815,17119,1209447,1345888,141553,190302,21022,23864,75139,95907,3999,4461,1306042,1488611,1080441,1193765,132577,178591,8905,10309,69568,89490,1917,2085,12634,14371,1090853,1205289,135364,182410,16474,18977,73604,93905,3452,3847,128913,152823,116721,138229,5294,6676,3301,3457,1053,1353,363,360,2181,2748,118594,140599,6189,7892,4548,4887,1535,2002,547,614
R,7,2021,72,2988058,1389149,1598909,1170319,1311706,126384,172283,11408,12902,65204,83584,2189,2367,13645,16067,1181676,1324914,129644,176895,19572,22634,69343,88049,3802,4164,1270823,1457513,1062972,1183446,121703,166322,8368,9687,64202,82416,1868,2018,11710,13624,1072659,1194550,124161,169848,15488,18162,67892,86335,3278,3580,118326,141396,107347,128260,4681,5961,3040,3215,1002,1168,321,349,1935,2443,109017,130364,5483,7047,4084,4472,1451,1714,524,584
R,7,2021,73,2917030,1355565,1561465,1151344,1293031,117197,161133,10583,12111,61560,77629,1950,2166,12931,15395,1162149,1305750,120322,165419,18391,21431,65356,81922,3447,3917,1243753,1426682,1049728,1170646,112782,155562,7857,9144,60661,76482,1664,1843,11061,13005,1058880,1181261,115176,158829,14628,17221,64046,80254,3006,3379,111812,134783,101616,122385,4415,5571,2726,2967,899,1147,286,323,1870,2390,103269,124489,5146,6590,3763,4210,1310,1668,441,538
R,7,2021,74,3060676,1429758,1630918,1234763,1376177,111394,152572,10724,11796,58057,73118,1846,1900,12974,15355,1245684,1388983,114434,156835,18795,21337,61645,77222,3332,3547,1322835,1501159,1137336,1258028,107386,147299,8056,9054,57251,72020,1594,1619,11212,13139,1146733,1268878,109724,150617,15195,17414,60399,75644,2899,3085,106923,129759,97427,118149,4008,5273,2668,2742,806,1098,252,281,1762,2216,98951,120105,4710,6218,3600,3923,1246,1578,433,462
R,7,2021,75,2157557,988507,1169050,838839,967631,83025,118889,7816,9127,47584,60014,1610,1688,9633,11701,846920,977308,85330,122124,13538,15992,50477,63435,2779,3079,901465,1058319,759623,867032,79580,114137,5695,6821,46934,59103,1393,1456,8240,9770,766511,875027,81288,116539,10683,12675,49516,62089,2420,2688,87042,110731,79216,100599,3445,4752,2121,2306,650,911,217,232,1393,1931,80409,102281,4042,5585,2855,3317,961,1346,359,391
R,7,2021,76,2060045,936373,1123672,795791,931593,78461,114312,7272,8643,44312,56468,1356,1576,9181,11080,803502,940768,80620,117358,12776,15184,46986,59666,2527,2901,856390,1021476,722935,838391,75424,110156,5371,6551,43647,55635,1162,1350,7851,9393,729467,846107,77042,112459,10159,12231,46031,58438,2202,2521,79983,102196,72856,93202,3037,4156,1901,2092,665,833,194,226,1330,1687,74035,94661,3578,4899,2617,2953,955,1228,325,380
R,7,2021,77,1992972,899595,1093377,770402,915543,71937,105987,6692,8036,41033,51882,1267,1385,8264,10544,777356,924280,73814,108939,11656,14397,43445,54777,2317,2648,827891,998236,704950,828612,69127,102292,5004,6085,40524,51091,1110,1199,7176,8957,710948,835980,70579,104555,9411,11613,42679,53641,2048,2319,71704,95141,65452,86931,2810,3695,1688,1951,509,791,157,186,1088,1587,66408,88300,3235,4384,2245,2784,766,1136,269,329
R,7,2021,78,1997941,895904,1102037,775517,933191,67466,102880,6155,7557,37833,47070,1099,1265,7834,10074,782142,941609,69254,105629,11001,13729,39976,49751,2043,2417,829563,1011532,714874,850748,64887,99093,4726,5713,37305,46374,973,1082,6798,8522,720633,857822,66238,101130,9048,11113,39191,48703,1799,2108,66341,90505,60643,82443,2579,3787,1429,1844,528,696,126,183,1036,1552,61509,83787,3016,4499,1953,2616,785,1048,244,309
R,7,2021,79,1696254,752031,944223,645712,792925,58227,89923,5400,6602,34906,45000,943,1151,6843,8622,651437,800116,59818,92220,9603,11856,36864,47368,1749,2108,693479,864023,592138,719473,55949,86857,4160,4987,34471,44366,819,957,5942,7383,597083,725575,57184,88620,7886,9593,36217,46454,1529,1821,58552,80200,53574,73452,2278,3066,1240,1615,435,634,124,194,901,1239,54354,74541,2634,3600,1717,2263,647,914,220,287
R,7,2021,80,1507612,660054,847558,564846,709025,51705,83010,4844,5986,31730,40660,887,980,6042,7897,569944,715585,53070,85136,8512,10760,33495,42893,1614,1915,606731,773272,516051,640901,49655,80120,3710,4621,31329,40085,784,828,5202,6717,520418,646454,50672,81743,6941,8778,32895,42035,1426,1649,53323,74286,48795,68124,2050,2890,1134,1365,401,575,103,152,840,1180,49526,69131,2398,3393,1571,1982,600,858,188,266
R,7,2021,81,1366271,590165,776106,502399,646870,47104,77235,4456,5565,29794,38136,817,1007,5595,7293,507094,652931,48387,79243,7761,9933,31513,40172,1491,1840,540820,706255,457292,582952,45230,74443,3376,4253,29386,37594,698,822,4838,6191,461347,588053,46201,75969,6278,8044,30917,39378,1300,1554,49345,69851,45107,63918,1874,2792,1080,1312,408,542,119,185,757,1102,45747,64878,2186,3274,1483,1889,596,794,191,286
R,7,2021,82,1254351,537272,717079,460206,602393,41278,68413,3737,4914,26560,33969,672,905,4819,6485,464285,607796,42384,70140,6610,8779,27995,35805,1249,1695,492669,652943,419344,543539,39521,65866,2817,3781,26233,33473,582,774,4172,5510,422849,548122,40363,67160,5350,7154,27513,35075,1108,1451,44603,64136,40862,58854,1757,2547,920,1133,327,496,90,131,647,975,41436,59674,2021,2980,1260,1625,482,730,141,244
R,7,2021,83,1156487,487006,669481,417532,562467,36870,64048,3397,4651,24155,31650,614,818,4438,5847,421272,567326,37891,65656,6052,8049,25474,33334,1117,1514,446659,609966,380445,507975,35377,61627,2629,3559,23858,31211,517,663,3833,4931,383657,512041,36144,62842,4971,6509,25039,32676,956,1264,40347,59515,37087,54492,1493,2421,768,1092,297,439,97,155,605,916,37615,55285,1747,2814,1081,1540,435,658,161,250
R,7,2021,84,1016585,421607,594978,360742,499256,32166,57098,2929,4000,21355,28566,558,728,3857,5330,364050,503723,33055,58536,5181,7092,22551,30107,987,1371,385885,541501,327971,450184,30776,54988,2231,3036,21090,28133,482,607,3335,4553,330819,453971,31434,56083,4232,5742,22158,29496,861,1174,35722,53477,32771,49072,1390,2110,698,964,265,433,76,121,522,777,33231,49752,1621,2453,949,1350,393,611,126,197
R,7,2021,85,922486,376673,545813,322398,457598,28939,53078,2584,3686,18887,26048,473,625,3392,4778,325243,461563,29719,54409,4527,6510,19960,27399,901,1147,344447,496875,292734,412613,27708,51203,1984,2807,18658,25684,412,527,2951,4041,295207,415950,28291,52210,3706,5252,19623,26859,790,986,32226,48938,29664,44985,1231,1875,600,879,229,364,61,98,441,737,30036,45613,1428,2199,821,1258,337,540,111,161
R,7,2021,86,808993,318574,490419,273560,412749,23867,46730,2137,3200,15796,22969,403,547,2811,4224,275893,416226,24550,47884,3734,5672,16691,24150,771,1045,291229,446795,248325,372622,22860,45065,1650,2428,15603,22649,348,453,2443,3578,250344,375547,23382,45952,3067,4579,16408,23668,672,886,27345,43624,25235,40127,1007,1665,487,772,193,320,55,94,368,646,25549,40679,1168,1932,667,1093,283,482,99,159
R,7,2021,87,705041,271861,433180,233608,365405,20138,40859,1764,2732,13635,19978,345,462,2371,3744,235624,368542,20671,41907,3118,4862,14368,21124,651,887,248760,395318,212232,330534,19347,39420,1332,2052,13478,19694,299,394,2072,3224,213986,333226,19764,40221,2534,3919,14131,20699,575,769,23101,37862,21376,34871,791,1439,432,680,157,284,46,68,299,520,21638,35316,907,1686,584,943,237,425,76,118
R,7,2021,88,608268,229903,378365,198001,319304,16518,34947,1508,2335,11488,18135,302,423,2086,3221,199810,322000,16990,35786,2676,4183,12161,19111,535,813,210415,345378,179986,288801,15839,33745,1157,1778,11356,17897,262,368,1815,2789,181561,291124,16200,34400,2203,3411,11943,18780,468,711,19488,32987,18015,30503,679,1202,351,557,132,238,40,55,271,432,18249,30876,790,1386,473,772,218,331,67,102
R,7,2021,89,534694,195786,338908,168229,285286,14221,31751,1258,2096,10059,16510,272,366,1747,2899,169694,287700,14616,32574,2220,3734,10649,17346,510,746,179378,309669,153031,258342,13648,30637,957,1603,9942,16278,239,315,1561,2494,154341,260408,13975,31288,1817,3056,10487,16999,456,641,16408,29239,15198,26944,573,1114,301,493,117,232,33,51,186,405,15353,27292,641,1286,403,678,162,347,54,105
R,7,2021,90,465612,167321,298291,145188,253764,11212,26167,997,1708,8327,13913,211,293,1386,2446,146378,255785,11541,26841,1771,3131,8775,14607,383,591,153177,273142,132008,230477,10781,25244,759,1298,8230,13763,180,262,1219,2098,133053,232195,11038,25774,1452,2540,8630,14382,330,526,14144,25149,13180,23287,431,923,238,410,97,150,31,31,167,348,13325,23590,503,1067,319,591,145,225,53,65
R,7,2021,91,411840,143593,268247,124505,228306,9336,22731,867,1576,7407,13118,191,285,1287,2231,125594,230189,9626,23338,1563,2855,7855,13770,359,557,131377,245500,113113,207189,8961,21973,642,1187,7346,12971,177,245,1138,1935,114071,208810,9201,22444,1254,2326,7755,13551,329,491,12216,22747,11392,21117,375,758,225,389,61,147,14,40,149,296,11523,21379,425,894,309,529,100,219,30,66
R,7,2021,92,345678,117456,228222,101676,193997,7648,19568,745,1224,6207,11356,165,242,1015,1835,102531,195521,7897,20084,1345,2285,6518,11862,281,472,107256,209094,92211,176218,7322,18925,561,931,6145,11235,145,209,872,1576,92952,177524,7515,19335,1089,1858,6408,11677,242,403,10200,19128,9465,17779,326,643,184,293,62,121,20,33,143,259,9579,17997,382,749,256,427,110,185,39,69
R,7,2021,93,282638,92736,189902,80452,161751,5882,16000,588,1018,4882,9365,114,204,818,1564,81145,163034,6080,16458,1030,1895,5146,9827,227,408,84791,174298,73054,147281,5622,15444,456,758,4843,9268,98,178,718,1369,73657,148397,5786,15806,850,1547,5080,9684,196,362,7945,15604,7398,14470,260,556,132,260,39,97,16,26,100,195,7488,14637,294,652,180,348,66,143,31,46
